user_id,event_name,timestamp
68957d7e-de22-48b4-be7c-6129e72292d2,EXCHANGE_MADE,4/5/2022
6d2a5d3c-2536-4aeb-997c-194e42e698c2,ADDED_TO_CART,3/11/2023
a551164e-40b4-4bea-944f-4c3ff665c453,LOGIN,10/2/2022
88e47040-ec4c-45b0-af48-f8bf6c88772a,LOGIN,9/17/2022
518c6216-f0c0-41d1-9679-7d912e998161,EXCHANGE_MADE,1/13/2023
5f268d0b-a63b-40f7-aa5e-105ace3f952b,ADDED_TO_WISHLIST,6/5/2022
302f944e-8715-4c16-98de-633d482533f1,RETURN_MADE,2/2/2023
5c933047-df84-4855-9430-165935cd77f2,PURCHASE_MADE,9/6/2022
ab71ddc6-6442-49ef-8c00-34916b1b4a89,ADDED_TO_CART,11/28/2022
60c088e1-02e9-4835-9b7c-9b29c94640c9,LOGIN,8/30/2022
0f037285-fb19-4200-af42-4d48f65aa5e7,EXCHANGE_MADE,1/27/2023
077de7b4-9c34-4120-8b47-f5a63165bd5b,ADDED_TO_CART,5/21/2022
8708cb35-d9fb-417e-a10a-627ce9ada052,ADDED_TO_CART,12/1/2022
f26adaec-6ed3-4eff-b5a6-5bd2429e1121,ADDED_TO_CART,5/29/2022
b324834a-ea62-419f-8fef-35d3f5ed85dd,ADDED_TO_CART,10/17/2022
ccedbe31-7dcd-4e6c-a8f7-8b0c3928c652,ADDED_TO_WISHLIST,5/6/2022
a3151c03-89af-4066-b09e-0787b6df4d2c,ADDED_TO_WISHLIST,5/25/2022
a78ae461-0ba9-4dd5-a039-130b3b273784,LOGIN,11/21/2022
17b1e111-97f1-4854-98c3-e181266b4d98,LOGOUT,5/10/2022
992f0574-8cfb-463d-95e4-590288c2e55f,ADDED_TO_WISHLIST,5/23/2022
b2a715ca-da79-4a49-9821-b712e6c50216,ADDED_TO_WISHLIST,2/24/2023
bb1027cd-14be-432a-b413-ef8b70b4db49,RETURN_MADE,10/11/2022
0702ecff-3677-4552-a232-e78e36affc30,PURCHASE_MADE,5/24/2022
4131dbfd-3e4b-43eb-9dc7-2be3e2b6d18a,LOGIN,4/24/2022
8b7d925a-2ba1-41ab-84e2-fb7819a1e666,EXCHANGE_MADE,2/11/2023
86dc574d-cfbb-431c-9667-4bbf8fe446f0,EXCHANGE_MADE,3/16/2023
077de7b4-9c34-4120-8b47-f5a63165bd5b,RETURN_MADE,2/8/2023
b4d042d4-03d3-40e9-83f9-e312cf554ef3,LOGOUT,10/30/2022
73608e8e-239c-4f05-9248-de61d0690fa3,LOGOUT,10/26/2022
1af44719-278a-4d86-97e9-dc7a0f3e77a9,ADDED_TO_CART,1/1/2023
f494e1e7-80e5-467d-bea4-77b719c5104b,ADDED_TO_WISHLIST,5/2/2022
f7554dbf-0ae6-4187-8481-c39422d8ccec,EXCHANGE_MADE,9/19/2022
5deca655-4c1e-4c27-96b1-b2a7fde11108,ADDED_TO_CART,1/5/2023
b996db49-46a1-4456-80be-abc754e9ace2,EXCHANGE_MADE,2/20/2023
c58b6cf9-5a95-4eff-92af-53815f1896bc,EXCHANGE_MADE,1/14/2023
b857e741-9ae0-4b56-bbc6-e24393148c31,EXCHANGE_MADE,7/19/2022
1c017598-c48d-401a-9411-1c22fe02c398,PURCHASE_MADE,3/28/2022
6a6ca627-de8a-43f5-b9fc-ad4587bbb1c2,EXCHANGE_MADE,12/4/2022
2061164a-446b-41a6-b177-2f1f01410d62,EXCHANGE_MADE,5/10/2022
a65d71ff-51d3-4ff1-b17a-a3f2109e81a2,LOGIN,1/14/2023
9ba916b0-3fe7-454c-a923-e37cd9db0cbb,EXCHANGE_MADE,1/10/2023
5e4f1e04-682c-402a-9d09-9f6dd975243b,ADDED_TO_CART,3/29/2022
abfc2e50-bc51-4ab1-9b4d-0440e50574db,LOGIN,4/10/2022
b9b7ec73-7746-447e-a5f8-1ed774c0f336,RETURN_MADE,2/8/2023
ce3d80c6-74e6-4112-8c3c-72347af4c2ec,ADDED_TO_WISHLIST,8/20/2022
78c4aa64-989a-45f1-b99b-3cadd29d06d2,EXCHANGE_MADE,3/25/2022
6455298a-88a3-4ecd-9110-c40d2bd5e40f,ADDED_TO_CART,8/11/2022
68957d7e-de22-48b4-be7c-6129e72292d2,PURCHASE_MADE,2/10/2023
ec4d34bb-ffca-4a3d-a153-058d85e82959,EXCHANGE_MADE,11/16/2022
60f45218-2358-4104-a7a2-0071607375d0,ADDED_TO_CART,8/3/2022
43fab9b9-87ea-4e10-a66b-0c32ef81d3d8,ADDED_TO_CART,8/4/2022
ce766b83-7bd1-4c1a-906d-5d7e6cfddedf,RETURN_MADE,2/17/2023
60c088e1-02e9-4835-9b7c-9b29c94640c9,LOGIN,3/4/2023
8a3830ac-e419-411d-8916-8528908bb71c,LOGIN,4/5/2022
e1d7f7bb-56f9-47bd-8840-71ea54b64c5b,ADDED_TO_WISHLIST,2/11/2023
63b19150-0b63-4bf0-bd3b-a4dcdee1efa2,ADDED_TO_CART,1/23/2023
0f21b7ba-6031-4c75-90fe-23de9c192949,PURCHASE_MADE,5/17/2022
81d094b6-8f2f-47af-8ad9-84f826a4ec72,PURCHASE_MADE,4/14/2022
